peak,C,O,H,N,S,P,MolForm
307.19152,18,4,28,0,0,0,NA
308.0987579,11,9,19,1,0,0,NA
309.0617109,14,8,14,0,0,0,NA
309.0979554,15,7,18,0,0,0,NA
309.1091767,14,6,18,2,0,0,NA
309.1343937,16,6,22,0,0,0,NA
309.1708179,17,5,26,0,0,0,NA
309.2071441,18,4,30,0,0,0,NA
310.1508369,12,8,25,1,0,0,NA
311.0781322,15,3,20,0,2,0,NA
311.0925244,18,5,16,0,0,0,NA
311.113684,15,7,20,0,0,0,NA
311.1500634,16,6,24,0,0,0,NA
311.1864674,17,5,28,0,0,0,NA
311.2228897,18,4,32,0,0,0,NA
313.071853,17,6,14,0,0,0,NA
313.1083136,18,5,18,0,0,0,NA
313.1194854,17,4,18,2,0,0,NA
313.1292906,15,7,22,0,0,0,NA
313.1655956,16,6,26,0,0,0,NA
313.2020784,17,5,30,0,0,0,NA
313.2385056,18,4,34,0,0,0,NA
